City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Murray Bridge,AU,2020-08-17 04:49:09,-35.12,139.27,55.99,84,96,5.99
268,Upernavik,GL,2020-08-17 04:49:09,72.79,-56.15,40.84,67,51,5.55
269,Chunskiy,RU,2020-08-17 04:49:10,56.08,99.63,68.05,39,94,9.42
270,Iranshahr,IR,2020-08-17 04:49:10,27.2,60.68,96.8,37,53,4.09
271,Port Blair,IN,2020-08-17 04:45:06,11.67,92.75,85.69,70,73,13.0
272,Shieli,KZ,2020-08-17 04:49:10,44.17,66.75,79.02,22,0,11.18
273,Katsuura,JP,2020-08-17 04:49:11,35.13,140.3,98.6,50,75,13.87
274,Berlevag,NO,2020-08-17 04:49:11,70.86,29.09,46.4,75,75,19.46
275,Tsogni,GA,2020-08-17 04:49:11,-2.79,10.1,72.32,91,100,6.8
276,Adre,TD,2020-08-17 04:49:12,13.47,22.2,74.57,71,98,4.27
277,Barretos,BR,2020-08-17 04:49:12,-20.56,-48.57,70.02,64,69,9.57
278,Caravelas,BR,2020-08-17 04:49:12,-17.71,-39.25,73.31,89,29,8.3
279,Arcos,BR,2020-08-17 04:49:13,-20.28,-45.54,69.01,61,29,12.24
280,Awbari,LY,2020-08-17 04:49:13,26.59,12.78,78.03,23,0,7.74
281,Brokopondo,SR,2020-08-17 04:49:13,4.75,-55.17,78.04,82,100,5.5
282,Radeberg,DE,2020-08-17 04:49:14,51.12,13.92,61.0,82,0,6.93
283,Esna,EG,2020-08-17 04:49:14,25.29,32.55,86.0,28,0,2.24
284,Saurimo,AO,2020-08-17 04:49:14,-9.66,20.39,60.19,33,44,5.12
285,Lagoa,PT,2020-08-17 04:49:14,39.05,-27.98,73.83,87,99,29.73
286,Souillac,MU,2020-08-17 04:49:15,-20.52,57.52,73.4,73,40,17.22
287,Lexington,US,2020-08-17 04:46:56,37.99,-84.48,68.0,82,1,3.36
288,Sawai Madhopur,IN,2020-08-17 04:49:15,25.98,76.37,89.02,66,40,3.94
289,Anadyr,RU,2020-08-17 04:49:16,64.75,177.48,59.0,67,100,8.95
290,Ola,RU,2020-08-17 04:47:22,59.58,151.28,60.71,67,99,6.73
291,Mikuni,JP,2020-08-17 04:49:16,36.22,136.15,86.0,74,75,16.11
292,Sitka,US,2020-08-17 04:46:39,57.05,-135.33,57.2,87,90,8.05
293,Reconquista,AR,2020-08-17 04:49:17,-29.15,-59.65,47.52,57,0,3.47
294,Aksha,RU,2020-08-17 04:49:17,50.28,113.29,58.26,87,98,12.91
295,Cockburn Town,TC,2020-08-17 04:44:45,21.46,-71.14,82.94,83,63,15.43
296,Saint-Augustin,CA,2020-08-17 04:48:42,51.23,-58.65,60.96,58,0,7.81
297,Izberbash,RU,2020-08-17 04:49:18,42.57,47.86,75.0,49,84,2.24
298,Lucea,JM,2020-08-17 04:49:18,18.45,-78.17,82.4,83,20,1.12
299,Cidreira,BR,2020-08-17 04:49:18,-30.18,-50.21,54.55,80,66,4.56
300,Fohnsdorf,AT,2020-08-17 04:49:19,47.22,14.68,57.2,93,97,3.36
301,Jaque,PA,2020-08-17 04:49:19,7.52,-78.17,78.64,81,100,3.27
302,Hovd,MN,2020-08-17 04:49:19,48.01,91.64,65.95,46,74,1.28
303,Benguela,AO,2020-08-17 04:49:20,-12.58,13.41,68.97,86,57,1.59
304,Honiara,SB,2020-08-17 04:49:20,-9.43,159.95,87.8,66,40,6.93
305,Sao Filipe,CV,2020-08-17 04:49:20,14.9,-24.5,79.43,82,81,6.24
306,Kisangani,CD,2020-08-17 04:49:20,0.52,25.2,68.0,100,90,1.57
307,Broome,US,2020-08-17 04:49:21,42.25,-75.83,62.6,82,90,9.17
308,Banda Aceh,ID,2020-08-17 04:49:21,5.56,95.32,87.1,63,38,10.89
309,Evensk,RU,2020-08-17 04:49:21,61.95,159.23,63.05,56,53,2.59
310,Krumovgrad,BG,2020-08-17 04:49:22,41.47,25.65,71.01,65,0,3.0
311,Vanimo,PG,2020-08-17 04:49:22,-2.67,141.3,84.99,70,24,9.08
312,Coihaique,CL,2020-08-17 04:49:23,-45.58,-72.07,42.8,60,90,4.7
313,Teterow,DE,2020-08-17 04:49:23,53.78,12.57,64.99,82,20,6.93
314,Payakumbuh,ID,2020-08-17 04:49:23,-0.22,100.63,81.59,72,15,1.72
315,Ocean City,US,2020-08-17 04:44:59,39.28,-74.57,69.8,83,90,6.93
316,Lubbock,US,2020-08-17 04:49:24,33.6,-101.83,77.0,50,75,13.87
317,Mongoumba,CF,2020-08-17 04:49:24,3.64,18.59,71.58,96,100,1.48
318,Huilong,CN,2020-08-17 04:49:24,31.81,121.66,97.0,56,0,1.01
319,Bembereke,BJ,2020-08-17 04:49:24,10.23,2.66,69.03,99,61,3.85
320,Arlit,NE,2020-08-17 04:49:25,18.74,7.39,88.66,29,0,7.43
321,Aklavik,CA,2020-08-17 04:49:25,68.22,-135.01,53.6,81,40,4.7
322,Port Macquarie,AU,2020-08-17 04:45:19,-31.43,152.92,71.01,36,0,1.01
323,Codrington,AU,2020-08-17 04:49:26,-38.27,141.97,57.49,68,51,12.66
324,Hauterive,FR,2020-08-17 04:49:26,46.09,3.45,57.2,87,56,1.12
325,Lulea,SE,2020-08-17 04:49:26,65.58,22.15,48.2,70,0,10.29
326,Vao,NC,2020-08-17 04:49:26,-22.67,167.48,71.4,85,81,14.83
327,Avigliana,IT,2020-08-17 04:49:27,45.08,7.4,66.99,88,82,3.76
328,Villa Altagracia,DO,2020-08-17 04:49:27,18.67,-70.17,82.0,86,0,1.61
329,Taseyevo,RU,2020-08-17 04:49:27,57.22,94.9,67.35,41,100,10.63
330,Villa Sandino,NI,2020-08-17 04:49:28,12.05,-84.99,71.49,95,100,5.99
331,Boca Do Acre,BR,2020-08-17 04:49:28,-8.75,-67.4,78.55,66,1,3.09
332,Bengkulu,ID,2020-08-17 04:49:28,-3.8,102.27,84.76,69,20,11.65
333,Sagua La Grande,CU,2020-08-17 04:49:28,22.81,-80.08,80.6,83,75,5.82
334,Santa Rosa De Aguan,HN,2020-08-17 04:49:29,15.95,-85.72,81.52,77,100,1.59
335,Owando,CG,2020-08-17 04:49:29,-0.48,15.9,71.31,94,99,3.36
336,Colares,PT,2020-08-17 04:49:29,38.8,-9.45,70.0,98,9,6.13
337,Houma,US,2020-08-17 04:49:29,29.6,-90.72,75.99,100,75,2.75
338,Atocha,BO,2020-08-17 04:49:30,-20.93,-66.23,32.63,62,0,21.5
339,Nioki,CD,2020-08-17 04:49:30,-2.72,17.68,77.0,76,99,3.13
340,Wanlaweyn,SO,2020-08-17 04:49:30,2.62,44.89,76.82,72,55,14.12
341,San Carlos De Bariloche,AR,2020-08-17 04:49:30,-41.15,-71.31,37.4,64,20,20.8
342,Montego Bay,JM,2020-08-17 04:44:43,18.47,-77.92,82.4,83,20,1.12
343,Lorengau,PG,2020-08-17 04:49:31,-2.02,147.27,83.79,76,1,11.21
344,Cerveteri,IT,2020-08-17 04:49:32,41.99,12.09,73.0,94,8,3.36
345,Padang,ID,2020-08-17 04:49:32,-0.95,100.35,83.61,70,1,9.31
346,Peniche,PT,2020-08-17 04:46:53,39.36,-9.38,68.0,96,16,5.01
347,Ust-Tsilma,RU,2020-08-17 04:49:32,65.44,52.15,49.28,94,100,5.97
348,Marsh Harbour,BS,2020-08-17 04:48:03,26.54,-77.06,83.66,73,16,11.01
349,Waycross,US,2020-08-17 04:49:12,31.21,-82.35,78.8,83,75,1.92
350,Hasaki,JP,2020-08-17 04:49:33,35.73,140.83,96.01,63,75,13.87
351,Churapcha,RU,2020-08-17 04:49:33,62.0,132.43,62.42,31,100,6.64
352,Berbera,SO,2020-08-17 04:49:34,10.44,45.01,91.09,42,77,20.27
353,Puerto Quijarro,BO,2020-08-17 04:49:34,-17.78,-57.77,70.59,89,50,2.71
354,Anloga,GH,2020-08-17 04:49:34,5.79,0.9,75.2,88,40,6.93
355,Baykit,RU,2020-08-17 04:49:35,61.67,96.37,68.0,33,99,6.67
356,Semnan,IR,2020-08-17 04:47:04,35.57,53.4,82.4,32,0,2.24
357,Tevaitoa,PF,2020-08-17 04:49:35,-16.78,-151.5,78.94,69,19,10.67
358,San Patricio,MX,2020-08-17 04:49:35,19.22,-104.7,79.59,82,3,4.0
359,Nanortalik,GL,2020-08-17 04:49:36,60.14,-45.24,42.62,76,0,3.4
360,Pinega,RU,2020-08-17 04:49:36,64.7,43.39,52.25,60,0,3.87
361,Contamana,PE,2020-08-17 04:49:36,-7.33,-75.02,75.54,81,18,1.3
362,Georgetown,MY,2020-08-17 04:49:36,5.41,100.34,87.8,70,40,4.14
363,San Andres,CO,2020-08-17 04:49:37,12.58,-81.7,80.6,83,40,5.82
364,Awjilah,LY,2020-08-17 04:49:37,29.11,21.29,77.52,57,3,7.76
365,Olinda,BR,2020-08-17 04:45:43,-8.01,-34.86,77.0,78,40,12.75
366,Pacific Grove,US,2020-08-17 04:49:37,36.62,-121.92,78.8,44,1,8.05
367,Hofn,IS,2020-08-17 04:49:38,64.25,-15.21,53.56,90,99,4.59
368,Buchanan,LR,2020-08-17 04:49:38,5.88,-10.05,74.46,74,88,6.13
369,Serro,BR,2020-08-17 04:49:38,-18.6,-43.38,60.04,92,8,3.02
370,San Cristobal,VE,2020-08-17 04:49:39,7.77,-72.22,65.14,90,100,1.54
371,Kuala Terengganu,MY,2020-08-17 04:49:39,5.33,103.14,89.6,70,40,4.7
372,Ambon,ID,2020-08-17 04:49:39,-3.7,128.18,80.42,78,74,17.49
373,Redlands,US,2020-08-17 04:47:02,34.06,-117.18,86.0,35,20,8.05
374,Kungurtug,RU,2020-08-17 04:49:40,50.6,97.52,69.91,39,30,3.2
375,Nara,JP,2020-08-17 04:49:40,34.69,135.8,102.0,47,75,6.93
376,Bara,NG,2020-08-17 04:49:41,10.37,10.73,72.34,89,61,5.73
377,Jalu,LY,2020-08-17 04:49:41,29.03,21.55,77.2,59,11,8.81
378,Taltal,CL,2020-08-17 04:49:41,-25.4,-70.48,49.95,75,10,1.74
379,Singaraja,ID,2020-08-17 04:49:41,-8.11,115.09,86.36,58,9,4.27
380,Dunedin,NZ,2020-08-17 04:49:42,-45.87,170.5,48.0,73,34,1.99
381,Port-Gentil,GA,2020-08-17 04:49:42,-0.72,8.78,75.24,89,100,12.41
382,Taoudenni,ML,2020-08-17 04:49:42,22.68,-3.98,95.18,12,0,2.17
383,Port Keats,AU,2020-08-17 04:49:43,-14.25,129.55,84.06,60,11,12.08
384,Saint-Pierre,RE,2020-08-17 04:49:43,-21.34,55.48,73.4,46,23,5.82
385,Ginir,ET,2020-08-17 04:49:43,7.13,40.7,61.59,79,1,8.52
386,Puerto Del Rosario,ES,2020-08-17 04:49:43,28.5,-13.86,71.6,78,0,16.11
387,San Juan,AR,2020-08-17 04:49:44,-31.54,-68.54,47.03,43,0,2.1
388,Kraskino,RU,2020-08-17 04:49:44,42.71,130.78,81.32,61,93,6.78
389,Pevek,RU,2020-08-17 04:49:44,69.7,170.31,37.44,98,100,11.14
390,Richards Bay,ZA,2020-08-17 04:49:44,-28.78,32.04,60.3,64,91,3.65
391,Lewistown,US,2020-08-17 04:49:45,40.6,-77.57,64.4,93,1,1.83
392,Darab,IR,2020-08-17 04:49:45,28.75,54.54,93.56,22,0,3.49
393,Andrews,US,2020-08-17 04:49:45,32.32,-102.55,82.4,37,1,13.87
394,Carutapera,BR,2020-08-17 04:49:46,-1.2,-46.02,76.32,84,50,6.38
395,Somers Point,US,2020-08-17 04:46:35,39.32,-74.59,69.8,83,90,6.93
396,Suntar,RU,2020-08-17 04:49:46,62.14,117.63,66.2,36,12,5.32
397,Bonavista,CA,2020-08-17 04:49:46,48.65,-53.11,55.0,79,0,12.57
398,Maragogi,BR,2020-08-17 04:49:47,-9.01,-35.22,73.83,86,11,10.29
399,Surab,PK,2020-08-17 04:49:47,28.49,66.26,84.58,34,1,1.21
400,Salaga,GH,2020-08-17 04:49:47,8.55,-0.52,70.95,90,47,2.93
401,Chapais,CA,2020-08-17 04:47:40,49.78,-74.85,62.6,93,90,9.17
402,Alekseyevsk,RU,2020-08-17 04:49:48,57.84,108.35,67.51,31,0,10.04
403,Westport,US,2020-08-17 04:49:03,41.14,-73.36,68.0,77,90,10.29
404,Chimore,BO,2020-08-17 04:49:49,-16.98,-65.13,66.74,96,62,0.49
405,Moosomin,CA,2020-08-17 04:49:49,50.13,-101.67,59.18,78,8,0.34
406,Sao Joao Da Barra,BR,2020-08-17 04:49:49,-21.64,-41.05,72.52,91,70,15.19
407,Westlock,CA,2020-08-17 04:45:07,54.15,-113.87,64.4,88,1,5.82
408,Kieta,PG,2020-08-17 04:49:15,-6.22,155.63,82.2,76,21,0.29
409,Labuhan,ID,2020-08-17 04:49:50,-6.88,112.21,88.02,53,0,7.52
410,Sao Raimundo Nonato,BR,2020-08-17 04:49:50,-9.02,-42.7,70.12,54,10,5.14
411,Hervey Bay,AU,2020-08-17 04:49:50,-25.3,152.85,73.4,28,0,10.29
412,Parakou,BJ,2020-08-17 04:49:51,9.34,2.63,70.34,94,67,4.47
413,Dillon,US,2020-08-17 04:49:51,34.42,-79.37,70.0,100,1,4.76
414,Kudahuvadhoo,MV,2020-08-17 04:49:51,2.67,72.89,83.12,70,27,4.29
415,Sobolevo,RU,2020-08-17 04:49:52,54.43,31.9,63.73,82,0,8.08
416,Shingu,JP,2020-08-17 04:49:52,33.73,135.98,95.0,50,40,12.75
417,Fukue,JP,2020-08-17 04:49:52,32.69,128.84,91.4,63,20,10.29
418,Poronaysk,RU,2020-08-17 04:49:53,49.22,143.12,57.36,86,100,3.6
419,The Valley,AI,2020-08-17 04:49:53,18.22,-63.06,84.2,79,75,10.29
420,Beyneu,KZ,2020-08-17 04:49:53,45.32,55.2,72.1,42,63,16.37
421,Vostok,RU,2020-08-17 04:48:11,46.49,135.88,70.2,57,24,9.28
422,Chipata,ZM,2020-08-17 04:49:54,-13.63,32.65,64.02,47,5,6.4
423,Bonanza,NI,2020-08-17 04:49:54,14.03,-84.59,72.0,97,100,2.08
424,Kokemaki,FI,2020-08-17 04:49:54,61.26,22.36,60.01,93,90,1.12
425,Aswan,EG,2020-08-17 04:49:54,24.09,32.91,89.64,24,30,5.55
426,Spas-Klepiki,RU,2020-08-17 04:49:55,55.13,40.18,64.99,84,27,5.99
427,Altamont,US,2020-08-17 04:49:55,42.21,-121.74,73.4,40,1,6.93
428,Toktogul,KG,2020-08-17 04:49:55,41.87,72.94,78.73,36,25,1.5
429,Corrales,US,2020-08-17 04:49:55,35.24,-106.61,82.99,27,1,10.29
430,Kailua,US,2020-08-17 04:46:13,21.4,-157.74,84.2,48,20,9.17
431,Kuytun,RU,2020-08-17 04:49:56,54.34,101.5,66.13,41,0,6.51
432,Kuznechnoye,RU,2020-08-17 04:49:56,61.12,29.87,55.0,62,0,4.72
433,Temyasovo,RU,2020-08-17 04:49:56,52.99,58.1,53.6,76,75,13.42
434,Pangody,RU,2020-08-17 04:49:57,65.85,74.49,51.73,90,100,3.38
435,Rudnya,RU,2020-08-17 04:49:57,54.95,31.09,63.18,82,0,8.32
436,Baracoa,CU,2020-08-17 04:49:57,20.35,-74.5,80.67,85,100,7.81
437,Lady Frere,ZA,2020-08-17 04:49:57,-31.7,27.23,29.68,83,0,3.53
438,Vila Franca Do Campo,PT,2020-08-17 04:49:58,37.72,-25.43,73.4,88,40,16.11
439,Riga,LV,2020-08-17 04:49:58,57.0,24.08,57.2,100,0,1.12
440,The Pas,CA,2020-08-17 04:49:58,53.83,-101.25,59.0,72,1,2.53
441,Nyurba,RU,2020-08-17 04:49:58,63.28,118.33,66.78,37,7,5.64
442,Ribeira Grande,PT,2020-08-17 04:49:58,38.52,-28.7,73.98,87,90,25.88
443,Mumford,GH,2020-08-17 04:49:59,5.26,-0.76,72.9,91,67,8.37
444,Lamas,PE,2020-08-17 04:49:59,-6.42,-76.53,67.41,89,26,2.73
445,Valparaiso,CL,2020-08-17 04:50:00,-33.04,-71.63,47.46,71,0,10.45
446,Klaksvik,FO,2020-08-17 04:50:00,62.23,-6.59,48.2,100,99,1.12
447,Urumqi,CN,2020-08-17 04:50:00,43.8,87.6,87.8,20,10,2.24
448,Nyirbogdany,HU,2020-08-17 04:50:00,48.06,21.88,66.2,88,75,1.12
449,Baghdad,IQ,2020-08-17 04:46:10,33.34,44.4,86.0,22,0,14.99
450,Miquelon,PM,2020-08-17 04:50:01,47.1,-56.38,62.83,75,0,9.06
451,Merke,KZ,2020-08-17 04:50:01,42.87,73.18,81.84,30,14,6.06
452,Asfi,MA,2020-08-17 04:50:02,32.3,-9.24,66.02,86,0,18.34
453,Susanville,US,2020-08-17 04:45:42,40.42,-120.65,77.0,31,1,4.7
454,Palestine,PS,2020-08-17 04:50:02,31.92,35.2,77.0,53,20,3.36
455,Kaeo,NZ,2020-08-17 04:50:02,-35.1,173.78,57.0,3,93,8.99
456,Constantine,DZ,2020-08-17 04:46:33,36.37,6.61,69.8,56,48,6.93
457,Woodward,US,2020-08-17 04:50:03,36.43,-99.39,64.4,93,1,4.7
458,Belmonte,BR,2020-08-17 04:50:03,-15.86,-38.88,73.4,83,90,10.29
459,Nioro,GM,2020-08-17 04:50:03,13.35,-15.75,77.07,90,98,7.09
460,College,US,2020-08-17 04:50:04,64.86,-147.8,71.6,42,40,8.05
461,Oulainen,FI,2020-08-17 04:50:04,64.27,24.8,50.0,81,9,5.99
462,Kindu,CD,2020-08-17 04:50:04,-2.95,25.95,73.2,75,94,1.43
463,Silver City,US,2020-08-17 04:50:05,32.77,-108.28,78.8,31,90,17.22
464,Mut,TR,2020-08-17 04:50:05,36.64,33.44,79.77,22,0,10.33
465,Halvad,IN,2020-08-17 04:50:05,23.02,71.18,86.97,74,57,17.56
466,Anderson,US,2020-08-17 04:50:05,34.53,-82.65,75.2,83,40,3.36
467,Fomboni,KM,2020-08-17 04:50:06,-12.28,43.74,75.88,77,2,13.33
468,Malanje,AO,2020-08-17 04:50:06,-9.54,16.34,62.2,84,63,6.76
469,Tautira,PF,2020-08-17 04:50:06,-17.73,-149.15,78.8,65,20,6.93
470,Lichtenfels,DE,2020-08-17 04:50:06,50.15,11.06,64.99,79,81,2.39
471,Bay Roberts,CA,2020-08-17 04:50:07,47.6,-53.26,55.0,1,0,8.3
472,Gandai,IN,2020-08-17 04:50:07,21.67,81.1,79.75,85,100,10.87
473,Qui Nhon,VN,2020-08-17 04:50:07,13.77,109.23,90.01,55,11,8.23
474,Orvieto,IT,2020-08-17 04:50:08,42.72,12.11,71.01,75,15,1.41
475,Roald,NO,2020-08-17 04:49:01,62.58,6.13,61.0,93,40,11.41
476,Ishigaki,JP,2020-08-17 04:50:08,24.34,124.16,87.8,84,20,9.17
477,Ilinskiy,RU,2020-08-17 04:50:08,55.62,38.12,62.6,93,6,6.71
478,Ossora,RU,2020-08-17 04:50:09,59.24,163.07,64.2,56,28,10.11
479,Maloy,NO,2020-08-17 04:50:09,61.94,5.11,60.8,93,90,4.7
480,Makat,KZ,2020-08-17 04:50:09,47.65,53.35,68.83,44,6,15.9
481,Octeville,FR,2020-08-17 04:50:10,49.63,-1.64,62.01,100,78,3.36
482,Promyshlennyy,RU,2020-08-17 04:50:10,67.58,63.92,54.81,54,100,9.4
483,Hailar,CN,2020-08-17 04:50:10,49.2,119.7,69.35,75,100,1.14
484,Sheridan,US,2020-08-17 04:50:11,44.83,-106.92,69.01,40,1,5.82
485,Goderich,CA,2020-08-17 04:50:11,43.75,-81.72,63.0,86,62,5.77
486,Novovorontsovka,UA,2020-08-17 04:50:11,47.5,33.92,68.65,47,0,4.9
487,Buala,SB,2020-08-17 04:50:12,-8.14,159.59,83.19,74,60,1.61
488,Casa Nova,BR,2020-08-17 04:50:12,-9.42,-41.13,71.22,80,22,18.37
489,Lakatoro,VU,2020-08-17 04:50:12,-16.1,167.42,80.6,78,75,5.82
490,Guiberoua,CI,2020-08-17 04:50:13,6.24,-6.17,64.92,99,38,2.33
491,Huangmei,CN,2020-08-17 04:50:13,30.19,116.03,91.92,58,0,6.76
492,Port Hardy,CA,2020-08-17 04:50:13,50.7,-127.42,62.6,88,40,4.7
493,Veraval,IN,2020-08-17 04:50:13,20.9,70.37,82.99,83,99,17.49
494,Raiwala,IN,2020-08-17 04:50:13,30.02,78.22,82.4,94,75,4.7
495,Paita,PE,2020-08-17 04:50:14,-5.09,-81.11,61.84,85,29,8.03
496,San Pedro,PH,2020-08-17 04:50:14,14.35,121.02,88.0,70,43,8.05
497,Komsomolets,KZ,2020-08-17 04:50:14,53.75,62.07,59.2,79,65,10.38
498,Petropavlovsk-Kamchatskiy,RU,2020-08-17 04:50:14,53.05,158.65,68.0,68,20,13.42
499,Balikpapan,ID,2020-08-17 04:46:00,-1.27,116.83,78.8,100,75,3.36
500,Yumen,CN,2020-08-17 04:50:15,40.28,97.2,83.91,14,79,19.57
501,Nizhniy Kuranakh,RU,2020-08-17 04:50:16,58.84,125.49,54.07,51,94,6.89
502,Riyadh,SA,2020-08-17 04:50:16,24.69,46.72,86.0,19,70,5.82
503,Russell,US,2020-08-17 04:50:16,32.35,-85.2,78.8,94,1,3.71
504,Cayenne,GF,2020-08-17 04:50:17,4.93,-52.33,77.0,100,100,9.44
505,Novosokolniki,RU,2020-08-17 04:50:17,56.35,30.16,63.28,81,0,6.17
506,Kamenka,RU,2020-08-17 04:50:17,51.32,42.77,62.01,81,0,4.0
507,Tingo Maria,PE,2020-08-17 04:50:17,-9.29,-76.01,68.05,78,49,2.33
508,Bilibino,RU,2020-08-17 04:50:18,68.05,166.44,45.03,59,95,16.37
509,Nokia,FI,2020-08-17 04:50:18,61.47,23.5,54.0,100,90,5.82
510,Dwarka,IN,2020-08-17 04:50:18,22.24,68.97,84.83,80,100,20.11
511,Emerald,AU,2020-08-17 04:50:18,-23.53,148.17,77.0,23,4,5.82
512,Mayo,US,2020-08-17 04:50:18,38.89,-76.51,71.6,87,1,4.7
513,Akyab,MM,2020-08-17 04:50:19,20.15,92.9,84.24,80,100,16.04
514,Talcahuano,CL,2020-08-17 04:50:19,-36.72,-73.12,41.0,93,0,3.36
515,Taksimo,RU,2020-08-17 04:50:19,56.34,114.88,64.17,46,36,3.69
516,Bentiu,SS,2020-08-17 04:50:20,9.23,29.83,74.21,91,100,0.34
517,Ladario,BR,2020-08-17 04:50:20,-19.0,-57.6,69.78,94,26,2.8
518,Cairns,AU,2020-08-17 04:45:39,-16.92,145.77,80.01,50,42,8.05
519,Nago,JP,2020-08-17 04:48:31,26.59,127.98,89.6,66,40,13.87
520,Pedasi,PA,2020-08-17 04:50:20,7.53,-80.03,79.48,81,100,4.38
521,Pangnirtung,CA,2020-08-17 04:48:09,66.15,-65.71,51.1,75,90,4.88
522,Betera,ES,2020-08-17 04:50:21,39.58,-0.45,72.0,64,0,5.82
523,Lumeje,AO,2020-08-17 04:50:21,-11.55,20.78,54.86,37,10,3.58
524,Malhador,BR,2020-08-17 04:50:21,-10.66,-37.3,78.8,65,40,11.41
525,Barinitas,VE,2020-08-17 04:50:22,8.76,-70.41,70.75,87,100,3.83
526,Constitucion,CL,2020-08-17 04:50:22,-35.33,-72.42,45.28,78,0,5.73
527,Ust-Kuyga,RU,2020-08-17 04:50:23,70.02,135.6,50.99,61,89,2.59
528,Ascension,US,2020-08-17 04:50:23,30.22,-90.9,75.99,94,2,3.85
529,Agadez,NE,2020-08-17 04:50:23,19.75,10.25,84.67,18,74,15.05
530,Ixtapa,MX,2020-08-17 04:48:25,20.7,-105.2,82.4,88,40,2.24
531,Linares,CL,2020-08-17 04:50:24,-35.85,-71.6,37.74,91,0,3.4
532,Ipojuca,BR,2020-08-17 04:50:24,-8.4,-35.06,77.0,78,40,11.41
533,Zhukovka,RU,2020-08-17 04:50:24,53.53,33.73,62.6,82,0,6.71
534,Portobelo,PA,2020-08-17 04:50:25,9.55,-79.65,78.01,94,100,5.99
535,Yarada,IN,2020-08-17 04:50:25,17.65,83.27,82.4,78,75,14.99
536,Beringovskiy,RU,2020-08-17 04:50:17,63.05,179.32,52.05,90,100,11.79
